Timestamp,Year of study,What is you department?,Are you currently pursuing a minor under any of the following departments/programs?,Gender,What song are you vibing to these days?,Relationship Status,Township,How frequently do you eat out?,How often do you feel homesick?,Do you get along with your roommate?,Are you facing Intern/placement issue?,How much are you affected by quizzes and assignments ?,"CPI (write in the text box) 
Disclaimer: This is an anonymous survey, we don't judge.",How is your social life?,How many hours do you sleep daily?,How well are you coping up with the offline semester?,Do you feel you are missing out?,Do you think your fluency in English affects your confidence?,How does your Insti life compare to your expectations? Take your time,Any feedback regarding the survey? How could we have done better?
11/17/2022 14:32:50,2nd,Mechanical,Desai Sethi Entrepreneurship School,Male,Alan walker songs,Committed,City,Occasionally (once in a week),Sometimes,I feel comfortable with them,I am unable to find one that suits my interest.,3,7.6,I'm an extrovert,7,I am facing difficulty with time management,"Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,3,NA
11/17/2022 14:33:26,2nd,Mechanical,None,Female,Tum na hue mere toh kya mai tumara mai tumara mai tumara raha,Single,Town,Occasionally (once in a week),Only during difficult times,There is minor miscommunication,I am unable to find one that suits my interest.,4,,To a point where I feel guilty of inefficient time management,5,I am facing difficulty with time management,Socially,Yes,3,
11/17/2022 14:33:27,2nd,Electrical,None,Male,,Single,City,Occasionally (once in a week),Sometimes,I feel comfortable with them,Inadequate opportunity in the sector I aspire to persue.,4,8.12,I like to keep my social circle small,8,I am facing difficulty with time management,"Technical activities (Tech teams, Tech clubs etc.)",No,3,your form sucks...you can't type in text box...i managed it somehow
11/17/2022 14:34:36,2nd,Civil,None,Female,Beautiful scars,Single,Town,Often (more than five times a week),Never,There is minor miscommunication,I am unable to find one that suits my interest.,4,,I'm an extrovert,6,I am facing difficulty with time management,"Technical activities (Tech teams, Tech clubs etc.)",No,4,
11/17/2022 14:35:08,3rd,Chemical,None,Male,Hare Krishna Hare Krishna,Single,Town,Occasionally (once in a week),Sometimes,I feel comfortable with them,I am happy with my internship opportunity.,1,9.37,To a point where I feel guilty of inefficient time management,8,Its just perfect,Extra Curriculars (Cult activities and college fests),No,5,
11/17/2022 14:36:31,2nd,Mechanical,Computer Science and Engineering,Female,Taylor Swift,Single,City,Often (more than five times a week),Only during difficult times,There is minor miscommunication,I am unable to find one that suits my interest.,4,8.68 dropping to 8,I'm an extrovert,4,I am facing difficulty with time management,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,3,
11/17/2022 14:36:32,2nd,Electrical,None,Male,Till Dawn(Here comes the Sun),Single,City,Occasionally (once in a week),Sometimes,I feel comfortable with them,Inadequate opportunity in the sector I aspire to persue.,3,8.08,I like to keep my social circle small,6,Its just perfect,Extra Curriculars (Cult activities and college fests),No,3,Gand marao
11/17/2022 14:36:45,2nd,Civil,Desai Sethi Entrepreneurship School,Male,,Single,Town,Occasionally (once in a week),Sometimes,I feel comfortable with them,No,1,6.19,I prefer my own company,7,I am facing difficulty with time management,Scholastically,No,1,
11/17/2022 14:36:45,2nd,Computer Science and Engineering,None,Male,Any,Single,City,Often (more than five times a week),Only during difficult times,I feel comfortable with them,I am unable to find one that suits my interest.,2,6.something,Introvert,6,Its just perfect,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",No,3,
11/17/2022 14:37:59,3rd,Energy Science,IEOR,Female,Nothing in particular,Committed,City,Occasionally (once in a week),Only during difficult times,I feel comfortable with them,Inadequate opportunity in the sector I aspire to persue.,4,8.8,I like to keep my social circle small,6,It was manageable but very tiring,Socially,No,3,"Please remove the dassi nahi toh rassi as a description for 5, it's funny but could get triggering for people at this point. Could have also tried to get more quantitative data like the number of hours people spend studying/ socializing/ complaining in a week"
11/17/2022 14:38:12,2nd,Civil,Shailesh J. Mehta School of Management,Male,Darasal (from Raabta),In pursuit,City,Occasionally (once in a week),Only during difficult times,There is minor miscommunication,No,3,8.3,To a point where I feel guilty of inefficient time management,7,Its just perfect,Extra Curriculars (Cult activities and college fests),No,3,
11/17/2022 14:38:29,2nd,Aerospace,Electrical Engineering,Male,Tere Bina- Zaeden,Single,Town,Occasionally (once in a week),Only during difficult times,I feel comfortable with them,I am feeling left out as my friends have already found fits.,3,8,To a point where I feel guilty of inefficient time management,4,Too Hectic for me... online was smoother,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests)",Yes,3,
11/17/2022 14:38:42,1st,Metallurgy Engineering and Material Science,None,Male,Jump Up Super Star!,Single,City,Never,Never,There is minor miscommunication,No,5,6,I'm an extrovert,6,Studying at my own pace... slow and steady wins the race,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,3,Its a great survey keep up the good work :)
11/17/2022 14:38:44,2nd,Computer Science and Engineering,None,Male,Naatu naatu,Single,City,Occasionally (once in a week),Sometimes,I feel comfortable with them,I am feeling left out as my friends have already found fits.,4,9.5,To a point where I feel guilty of inefficient time management,7,Too Hectic for me... online was smoother,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,2,Have some questions that ask about reducing the load
11/17/2022 14:39:40,2nd,Electrical,None,Male,Jaan nisaar,In pursuit,City,Often (more than five times a week),Sometimes,I feel comfortable with them,I am unable to find one that suits my interest.,1,7.74,To a point where I feel guilty of inefficient time management,5,Too Hectic for me... online was smoother,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",I don't understand the question :(,3,
11/17/2022 14:40:03,2nd,Electrical,School of Biosciences and Bioengineering,Female,Tamil songs,Committed,City,Occasionally (once in a week),Only during difficult times,There is minor miscommunication,No,2,8.92,I'm an extrovert,7,Too Hectic for me... online was smoother,"Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",No,4,
11/17/2022 14:40:11,2nd,Electrical,Computer Science and Engineering,Female,Old Hindi,Single,City,Occasionally (once in a week),Sometimes,I feel comfortable with them,I am feeling left out as my friends have already found fits.,3,8.94,I like to keep my social circle small,7,Its just perfect,"Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",No,4,None
11/17/2022 14:43:06,2nd,Chemical,Desai Sethi Entrepreneurship School,Male,Girlfriend- Dino James,Broke up recently,City,Occasionally (once in a week),Only during difficult times,I feel comfortable with them,I am unable to find one that suits my interest.,3,7.88,I like to keep my social circle small,7,I am facing difficulty with time management,"Socially, Technical activities (Tech teams, Tech clubs etc.)",Yes,2,
11/17/2022 14:43:07,2nd,Chemical,Desai Sethi Entrepreneurship School,Male,Kasoor,In pursuit,City,Occasionally (once in a week),Only during difficult times,I feel comfortable with them,I am unable to find one that suits my interest.,4,,To a point where I feel guilty of inefficient time management,7,I am facing difficulty with time management,"Scholastically, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,4,
11/17/2022 14:45:10,3rd,Mechanical,Computer Science and Engineering,Male,Desi- Beats and Pop songs,Single,City,Occasionally (once in a week),Never,I feel comfortable with them,I am happy with my internship opportunity.,1,9.45,I like to keep my social circle small,8,Its just perfect,"Technical activities (Tech teams, Tech clubs etc.)",No,4,I hope you don't make shit out of this or else you getting a FR baby
11/17/2022 14:45:33,2nd,Electrical,Centre for Machine Intelligence and Data Science,Male,Pluto projector,Committed,City,Occasionally (once in a week),Sometimes,I feel comfortable with them,I am unable to find one that suits my interest.,3,9.35,I like to keep my social circle small,6,Its just perfect,Extra Curriculars (Cult activities and college fests),No,4,
11/17/2022 14:45:57,3rd,Chemistry (BS),KCDH,Male,Many,Broke up recently,City,Occasionally (once in a week),Only during difficult times,I feel comfortable with them,Inadequate opportunity in the sector I aspire to persue.,4,8.7,I'm an extrovert,6,Perfect + a bit hectic,"Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,4,"1. Some people pursue two minors
2. Some people also pursue honors
3. Some do SLP/BTP/Projects which affects the quality of life 
4. Survey not PhD and MTech Friendly and very UG centric (PhD ka workload = PI + APS + Publications + Working Hours + Lab Culture, similar for Masters 2nd yr as they don't take courses)
5. MTech can be replaced by MTech/MSc/MPhil or simply Masters"
11/17/2022 14:46:03,2nd,Metallurgy Engineering and Material Science,None,Male,,Single,City,Occasionally (once in a week),Never,I feel comfortable with them,No,3,6.73,I like to keep my social circle small,6,I am facing difficulty with time management,Scholastically,Yes,3,
11/17/2022 14:48:01,2nd,Energy Science,IEOR,Male,,Single,Town,Occasionally (once in a week),Sometimes,I feel comfortable with them,I am unable to find one that suits my interest.,4,,To a point where I feel guilty of inefficient time management,6,I am facing difficulty with time management,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",I don't understand the question :(,2,
11/17/2022 14:49:17,2nd,Mechanical,None,Female,,Broke up recently,City,Often (more than five times a week),Sometimes,I feel comfortable with them,Inadequate opportunity in the sector I aspire to persue.,4,,I like to keep my social circle small,6,Its just perfect,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests)",No,5,
11/17/2022 14:50:14,2nd,Electrical,None,Female,Synchronize-Milky Chance,Committed,City,Occasionally (once in a week),Only during difficult times,There is minor miscommunication,Inadequate opportunity in the sector I aspire to persue.,4,8.43,I like to keep my social circle small,7,I am facing difficulty with time management,"Socially, Extra Curriculars (Cult activities and college fests)",Yes,4,
11/17/2022 14:52:03,4th,Electrical,Computer Science and Engineering,Female,Apna bana le,Committed,City,Occasionally (once in a week),Sometimes,I feel comfortable with them,I am happy with my internship opportunity.,4,,I like to keep my social circle small,7,I am facing difficulty with time management,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,3,
11/17/2022 14:52:53,2nd,Chemical,Humanities and Social Sciences,Male,Ae dil hai mushkil,In pursuit,Town,Occasionally (once in a week),Only during difficult times,I feel comfortable with them,I am feeling left out as my friends have already found fits.,4,7.47,To a point where I feel guilty of inefficient time management,7,I am facing difficulty with time management,"Scholastically, Technical activities (Tech teams, Tech clubs etc.)",Yes,3,Good questions! Maybe one more question about sports can be added
11/17/2022 14:56:24,2nd,Mechanical,None,Male,lose yourself,Single,Town,Occasionally (once in a week),Sometimes,There is minor miscommunication,I am feeling left out as my friends have already found fits.,4,6,To a point where I feel guilty of inefficient time management,8,I am facing difficulty with time management,"Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,4,
11/17/2022 14:57:20,2nd,Computer Science and Engineering,Computer Science and Engineering,Male,nirvana something in the way,Single,City,Never,Never,I feel comfortable with them,I am unable to find one that suits my interest.,5,9.22,I like to keep my social circle small,6,Too Hectic for me... online was smoother,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",No,1,
11/17/2022 14:58:47,2nd,Electrical,Mechanical Engineering,Male,Kho Gaye,In pursuit,City,Often (more than five times a week),Sometimes,There is minor miscommunication,I am unable to find one that suits my interest.,1,,I like to keep my social circle small,7,I am facing difficulty with time management,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",No,2,
11/17/2022 14:59:19,4th,Mechanical,Computer Science and Engineering,Male,,Committed,City,Often (more than five times a week),Never,I live in single occupancy,I am happy with my internship opportunity.,4,9.18,I like to keep my social circle small,8,Its just perfect,Socially,No,5,
11/17/2022 14:59:21,2nd,Mechanical,IEOR,Male,Golden Hour by JVKE,Committed,City,Occasionally (once in a week),Only during difficult times,I feel comfortable with them,No,4,8.58,I like to keep my social circle small,4,Its just perfect,Scholastically,No,4,hours slept/day mei 0 ka option rakh do 🙂 coffee addict hu. also endsems kmkb
11/17/2022 15:02:14,2nd,Mechanical,None,Male,,Committed,City,Occasionally (once in a week),Never,I feel comfortable with them,No,3,8.71,I like to keep my social circle small,6,Its just perfect,Extra Curriculars (Cult activities and college fests),Yes,4,
11/17/2022 15:02:55,3rd,Mathematics (BS),None,Male,,Single,Town,Never,Sometimes,There is minor miscommunication,No,2,8.7,I like to keep my social circle small,8,I am facing difficulty with time management,"Technical activities (Tech teams, Tech clubs etc.)",No,3,
11/17/2022 15:05:08,2nd,Civil,None,Female,BTS💜,Single,City,Occasionally (once in a week),Only during difficult times,I feel comfortable with them,I am unable to find one that suits my interest.,3,Lmao as if🤣,To a point where I feel guilty of inefficient time management,5,I am facing difficulty with time management,"Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,2,"I'm not normally asked about my well being and mental state, so thanks id say🥲❤. You may safely ask a bit more personalized and mental health related questions without being invasive at all, I think ppl would appreciate it😅 and would give better insight."
11/17/2022 15:05:24,2nd,Computer Science and Engineering,Centre for Machine Intelligence and Data Science,Female,,Single,City,Often (more than five times a week),Always,There is minor miscommunication,I am unable to find one that suits my interest.,4,,I prefer my own company,7,I am facing difficulty with time management,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,3,
11/17/2022 15:05:45,2nd,Mechanical,None,Female,Starboy,Single,City,Often (more than five times a week),Never,There is minor miscommunication,I am unable to find one that suits my interest.,3,6,I prefer my own company,3,Too Hectic for me... online was smoother,"Scholastically, Socially, Technical activities (Tech teams, Tech clubs etc.)",No,1,Nil
11/17/2022 15:05:59,2nd,Aerospace,Centre for Machine Intelligence and Data Science,Male,Kesariya,Single,City,Occasionally (once in a week),Only during difficult times,There is minor miscommunication,I am feeling left out as my friends have already found fits.,5,7.98,I like to keep my social circle small,5,Too Hectic for me... online was smoother,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,2,
11/17/2022 15:06:40,2nd,Computer Science and Engineering,None,Female,,Single,Town,Never,Only during difficult times,I feel comfortable with them,I am feeling left out as my friends have already found fits.,3,,To a point where I feel guilty of inefficient time management,7,I am facing difficulty with time management,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",No,1,
11/17/2022 15:09:49,2nd,Computer Science and Engineering,Physics,Male,,Committed,City,Occasionally (once in a week),Sometimes,I feel comfortable with them,Inadequate opportunity in the sector I aspire to persue.,4,9.68,I like to keep my social circle small,8,Its just perfect,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",No,5,
11/17/2022 15:12:13,2nd,Chemistry (BS),None,Female,Gypsy,In pursuit,Town,Occasionally (once in a week),Never,I feel comfortable with them,I am unable to find one that suits my interest.,3,6,To a point where I feel guilty of inefficient time management,6,I am facing difficulty with time management,"Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,1,
11/17/2022 15:12:52,3rd,Mathematics (BS),Computer Science and Engineering,Male,Zara Zara by Bombay Jayashri,Single,City,Occasionally (once in a week),Never,I feel comfortable with them,No,2,9.55,I prefer my own company,7,I am facing difficulty with time management,Extra Curriculars (Cult activities and college fests),No,4,
11/17/2022 15:13:41,1st,Mathematics (BS),None,Male,Begging,Single,City,Occasionally (once in a week),Only during difficult times,I feel comfortable with them,No,2,,To a point where I feel guilty of inefficient time management,6,Its just perfect,"Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",No,4,
11/17/2022 15:20:36,2nd,Metallurgy Engineering and Material Science,Computer Science and Engineering,Male,Give me some sunshine,Single,City,Occasionally (once in a week),Only during difficult times,There is minor miscommunication,I am happy with my internship opportunity.,1,11,Medium,1,Offline ,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",I don't understand the question :(,1,Shouldn't take such data
11/17/2022 15:24:18,2nd,Mechanical,None,Female,,Single,City,Often (more than five times a week),Sometimes,I feel comfortable with them,I am unable to find one that suits my interest.,2,,I like to keep my social circle small,6,I am facing difficulty with time management,"Technical activities (Tech teams, Tech clubs etc.)",Yes,2,
11/17/2022 15:24:44,2nd,Computer Science and Engineering,Statistics,Male,,Committed,City,Often (more than five times a week),Always,There is minor miscommunication,I am happy with my internship opportunity.,1,9.63,I'm an extrovert,8,Its just perfect,Extra Curriculars (Cult activities and college fests),Yes,2,
11/17/2022 15:25:36,1st,Electrical,None,Male,Hindi romantic ,Single,City,Occasionally (once in a week),Sometimes,There is minor miscommunication,No,4,,I like to keep my social circle small,8,I am facing difficulty with time management,Socially,No,3,Kuch toh karooo
11/17/2022 15:26:47,4th,Mechanical,None,Male,Until I found you,In pursuit,City,Occasionally (once in a week),Sometimes,I live in single occupancy,I am happy with my internship opportunity.,2,8.3,I like to keep my social circle small,7,Its just perfect,"Scholastically, Technical activities (Tech teams, Tech clubs etc.)",No,4,
11/17/2022 15:27:07,2nd,Mathematics (BS),SysCon,Male,Yoasobi racing into the night,Single,City,Occasionally (once in a week),Never,There is minor miscommunication,I am unable to find one that suits my interest.,4,8.64,I prefer my own company,6,Too Hectic for me... online was smoother,"Scholastically, Extra Curriculars (Cult activities and college fests)",Yes,3,
11/17/2022 15:28:25,3rd,Mathematics (BS),IDC,Female,"Taylor Swift,BTS, dua lipa",Single,Town,Never,Only during difficult times,I feel comfortable with them,I am feeling left out as my friends have already found fits.,4,,To a point where I feel guilty of inefficient time management,8,I am facing difficulty with time management,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,1,
11/17/2022 15:30:40,2nd,Civil,None,Male,Love emotional ,Single,Town,Occasionally (once in a week),Never,There is minor miscommunication,No,5,7,I like to keep my social circle small,7,Too Hectic for me... online was smoother,"Socially, Extra Curriculars (Cult activities and college fests)",Yes,5,
11/17/2022 15:41:31,2nd,Civil,None,Female,Tu mujhe deewana karde,Committed,City,Occasionally (once in a week),Sometimes,There is minor miscommunication,No,5,4,To a point where I feel guilty of inefficient time management,5,I am facing difficulty with time management,Extra Curriculars (Cult activities and college fests),Yes,2,
11/17/2022 15:42:35,2nd,Civil,None,Female,Shinunoga E-wa,Single,City,Occasionally (once in a week),Never,There is minor miscommunication,I am unable to find one that suits my interest.,4,7.05,I'm an extrovert,6,I am facing difficulty with time management,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests)",Yes,3,
11/17/2022 15:43:07,5th(DD),Mathematics (BS),None,Male,Taylor Swift,Single,City,Occasionally (once in a week),Never,I live in single occupancy,I am feeling left out as my friends have already found fits.,1,8.72,I like to keep my social circle small,7,Its just perfect,"Socially, Extra Curriculars (Cult activities and college fests)",No,2,-
11/17/2022 15:45:30,2nd,Energy Science,Statistics,Male,Mere Bina,Single,City,Occasionally (once in a week),Sometimes,I feel comfortable with them,I am unable to find one that suits my interest.,5,,I prefer my own company,8,I am facing difficulty with time management,"Scholastically, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",No,2,i sleep more than 8 hours... Putting wrong department and minor. Thanks
11/17/2022 15:50:31,2nd,Metallurgy Engineering and Material Science,None,Male,Gypsy,Single,Town,Occasionally (once in a week),Only during difficult times,I feel comfortable with them,I am unable to find one that suits my interest.,1,6.3,I prefer my own company,6,Its just perfect,"Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,3,No
11/17/2022 15:54:45,3rd,Electrical,Computer Science and Engineering,Male,Hosaana,Single,City,Occasionally (once in a week),Never,I feel comfortable with them,I am happy with my internship opportunity.,2,8.76,I like to keep my social circle small,6,Its just perfect,Socially,Yes,4,
11/17/2022 16:01:46,2nd,Chemistry (BS),None,Female,,Single,City,Often (more than five times a week),Always,There is minor miscommunication,I am unable to find one that suits my interest.,1,Very low,To a point where I feel guilty of inefficient time management,4,I am facing difficulty with time management,"Scholastically, Technical activities (Tech teams, Tech clubs etc.)",No,5,Niceee....
11/17/2022 16:04:31,2nd,Metallurgy Engineering and Material Science,None,Male,Motivational,Single,Town,Occasionally (once in a week),Only during difficult times,There is minor miscommunication,I am unable to find one that suits my interest.,3,4.14,To a point where I feel guilty of inefficient time management,8,I am facing difficulty with time management,Extra Curriculars (Cult activities and college fests),Yes,2,
11/17/2022 16:04:38,2nd,Aerospace,Mathematics,Female,Get Down Deh ,Committed,City,Occasionally (once in a week),Always,There is minor miscommunication,No,5,8.34,I like to keep my social circle small,5,I am facing difficulty with time management,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,2,You can include the question of how often do you feel completely alone ? Or do you feel like consulting a therapist but you can't because of societal norms ? 
11/17/2022 16:19:29,2nd,Mechanical,Computer Science and Engineering,Female,Hills of Malabar,Committed,City,Occasionally (once in a week),Sometimes,I feel comfortable with them,No,4,8.14,I'm an extrovert,6,Its just perfect,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",No,4,
11/17/2022 16:21:52,2nd,Civil,None,Male,Gypsy,Single,City,Never,Never,There is minor miscommunication,I am unable to find one that suits my interest.,3,7.15,To a point where I feel guilty of inefficient time management,7,I am facing difficulty with time management,Scholastically,Yes,4,
11/17/2022 16:26:25,2nd,Aerospace,SysCon,Male,,Single,City,Occasionally (once in a week),Only during difficult times,There is minor miscommunication,I am unable to find one that suits my interest.,3,7.97,I'm an extrovert,8,I am facing difficulty with time management,"Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",I don't understand the question :(,4,
11/17/2022 16:27:26,2nd,Mechanical,Centre for Machine Intelligence and Data Science,Male,,Single,City,Occasionally (once in a week),Sometimes,I feel comfortable with them,I am unable to find one that suits my interest.,4,9.02,I like to keep my social circle small,7,I am facing difficulty with time management,"Technical activities (Tech teams, Tech clubs etc.)",No,4,
11/17/2022 16:32:29,2nd,Metallurgy Engineering and Material Science,Computer Science and Engineering,Male,NA,Single,City,Never,Only during difficult times,I live in single occupancy,I am unable to find one that suits my interest.,4,7.92,To a point where I feel guilty of inefficient time management,8,I am facing difficulty with time management,"Scholastically, Socially",Yes,1,NA
11/17/2022 16:34:49,2nd,Metallurgy Engineering and Material Science,Humanities and Social Sciences,Female,,Committed,City,Occasionally (once in a week),Only during difficult times,There is minor miscommunication,Inadequate opportunity in the sector I aspire to persue.,4,,To a point where I feel guilty of inefficient time management,6,I am facing difficulty with time management,"Scholastically, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",No,5,
11/17/2022 16:36:42,2nd,Environmental Science and Engineering,None,Male,Shamat,Committed,Town,Occasionally (once in a week),Never,I feel comfortable with them,No,2,6,I prefer my own company,7,I am facing difficulty with time management,"Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,3,
11/17/2022 16:42:14,2nd,Civil,IEOR,Male,One-Metallica,Committed,City,Occasionally (once in a week),Sometimes,I feel comfortable with them,I am unable to find one that suits my interest.,3,7.32,I like to keep my social circle small,7,I am facing difficulty with time management,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests)",No,3,
11/17/2022 16:44:46,2nd,Computer Science and Engineering,Centre for Machine Intelligence and Data Science,Male,,Committed,City,Often (more than five times a week),Never,I feel comfortable with them,I am happy with my internship opportunity.,1,10,I'm an extrovert,8,Its just perfect,Extra Curriculars (Cult activities and college fests),No,5,
11/17/2022 16:54:32,2nd,Electrical,None,Male,2005 hits,Single,City,Often (more than five times a week),Never,I feel comfortable with them,No,4,7.4,To a point where I feel guilty of inefficient time management,6,Its just perfect,Scholastically,No,5,Interesting questions indeed
11/17/2022 16:55:42,2nd,Mechanical,None,Male,,Single,City,Never,Never,I feel comfortable with them,No,3,,I like to keep my social circle small,7,Its just perfect,"Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,4,
11/17/2022 16:55:48,2nd,Chemistry (BS),None,Male,Te amo,In pursuit,Town,Occasionally (once in a week),Never,There is minor miscommunication,No,5,Don't want to disclose,I prefer my own company,8,Its just perfect,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,3,
11/17/2022 16:58:20,2nd,Electrical,Computer Science and Engineering,Male,Sam Smith - Unholy,Committed,City,Occasionally (once in a week),Only during difficult times,I feel comfortable with them,I am feeling left out as my friends have already found fits.,4,8.18,I like to keep my social circle small,6,I am facing difficulty with time management,"Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,4,
11/17/2022 17:09:17,2nd,Mechanical,None,Male,,Single,City,Occasionally (once in a week),Never,I feel comfortable with them,I am unable to find one that suits my interest.,3,7,I'm an extrovert,5,I am facing difficulty with time management,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",No,2,"The options are pretty poorly phrased, with many questions having a MAJOR intermediate option missing"
11/17/2022 17:16:31,3rd,Electrical,Computer Science and Engineering,Male,meri maa,Single,City,Occasionally (once in a week),Never,There is minor miscommunication,I am happy with my internship opportunity.,3,,I prefer my own company,6,Its just perfect,"Scholastically, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",No,5,number of sleep hours > 8 ¯\_(ツ)_/¯
11/17/2022 17:17:27,2nd,Mechanical,Aerospace Engineering,Male,Jazz,Single,City,Occasionally (once in a week),Never,I feel comfortable with them,I am unable to find one that suits my interest.,4,8.5,I like to keep my social circle small,7,Too Hectic for me... online was smoother,"Scholastically, Socially",No,2,
11/17/2022 17:31:44,2nd,Electrical,Computer Science and Engineering,Male,None,Single,Town,Occasionally (once in a week),Only during difficult times,I feel comfortable with them,I am feeling left out as my friends have already found fits.,4,8.72,I like to keep my social circle small,7,I am facing difficulty with time management,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,2,
11/17/2022 17:36:15,2nd,Mechanical,None,Male,2000's wale,Single,Town,Often (more than five times a week),Never,I feel comfortable with them,No,2,6.97,I like to keep my social circle small,8,I am facing difficulty with time management,Socially,No,3,"It help to reflect ourself. Thank you.
But personal data de rahe hai hum😅"
11/17/2022 17:51:01,2nd,Chemistry (BS),None,.,,Single,Town,Never,Always,There is minor miscommunication,I am feeling left out as my friends have already found fits.,5,3.96,To a point where I feel guilty of inefficient time management,7,Too Hectic for me... online was smoother,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,1,"By not asking email earlier, if you didn't ask email id you would have gotten double responses "
11/17/2022 17:52:19,2nd,Mechanical,Centre for Machine Intelligence and Data Science,Male,,Single,City,Often (more than five times a week),Sometimes,I feel comfortable with them,No,3,8.54,To a point where I feel guilty of inefficient time management,6,I am facing difficulty with time management,"Scholastically, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",No,4,
11/17/2022 18:04:01,3rd,Civil,Centre for Machine Intelligence and Data Science,Male,Am I wrong,In pursuit,City,Often (more than five times a week),Never,I feel comfortable with them,I am unable to find one that suits my interest.,3,6.71,I'm an extrovert,6,Its just perfect,"Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",No,4,
11/17/2022 18:05:17,3rd,Mathematics (BS),None,Male,Blackpink In your Area,Single,Town,Occasionally (once in a week),Sometimes,I feel comfortable with them,Inadequate opportunity in the sector I aspire to persue.,2,7.5,To a point where I feel guilty of inefficient time management,8,Its just perfect,Scholastically,No,3,Intresting survey. Had fun answering
